Title,AlbumTitle,TrackArtist,AlbumArtist,Genre,Year,Duration,PlayCount,TrackNumber,Path
Speed,Por Vida,Kali Uchis,Kali Uchis,(20),,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kali Uchis/Por Vida/1-08 Speed.mp3
Fell In Luv,Die Lit,Playboi Carti,Playboi Carti,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Die Lit/1-10 Fell In Luv.mp3
Crack Rock,channel ORANGE,Frank Ocean,Frank Ocean,Pop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/channel ORANGE/1-09 Crack Rock.mp3
Big Shot,Black Panther The Album Music From And Inspired By,"Kendrick Lamar, Travis Scott",Kendrick Lamar,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/Black Panther The Album Music From And I/13 Big Shot.mp3
Crazy In Love,Dangerously In Love,"Beyoncé, Jay-Z",Beyoncé,(13),,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Beyoncé/Dangerously In Love/1-01 Crazy In Love.mp3
Mask Off (Remix) [feat. Kendrick Lamar],Mask Off (Remix) [feat. Kendrick Lamar] - Single ,Future,Unknown Artist,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Future/Mask Off (Remix) [feat. Kendrick Lamar]/01 Mask Off (Remix) [feat. Kendrick.mp3
Banana Clip,War & Leisure,Miguel,Miguel,R&B,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Miguel/War & Leisure/1-04 Banana Clip.mp3
Tunnel Vision (Outro),Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Rap/Hip Hop,,0:0,0,18,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pop Smoke/Shoot For The Stars Aim For The Moon/1-18 Tunnel Vision (Outro).mp3
booman,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/13 booman.mp3
So.Incredible.pkg,UNLOCKED,"Denzel Curry, Kenny Beats",Denzel Curry,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Denzel Curry/UNLOCKED/1-06 So.Incredible.pkg.mp3
745 sticky,1000 gecs,100 gecs,100 gecs,Alternative,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/100 gecs/1000 gecs/01 745 sticky.mp3
March of the Resistance,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),John Williams,John Williams,Films/Games,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/John Williams/Star Wars_ The Force Awakens (Original M/16 March of the Resistance.mp3
LOVE.,DAMN.,"Kendrick Lamar, Zacari",Kendrick Lamar,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/DAMN_/1-10 LOVE..mp3
Lyk Dis,Yes Lawd!,NxWorries/Anderson .Paak/Knxwledge,NxWorries/Anderson .Paak/Knxwledge,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/NxWorries_Anderson .Paak_Knxwledge/Yes Lawd!/07 Lyk Dis.mp3
Fetti,Fetti,"Playboi Carti, Da$H, Maxo Kream",Playboi Carti,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Fetti/01 Fetti.mp3
Disciples,Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/1-09 Disciples.mp3
Gangstas,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Pop Smoke/Shoot For The Stars Aim For The Moon/1-05 Gangstas.mp3
Say So,Hot Pink,Doja Cat,Doja Cat,R&B,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Doja Cat/Hot Pink/1-05 Say So.mp3
wokeuplikethis*,Playboi Carti,"Playboi Carti, Lil Uzi Vert",Playboi Carti,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Playboi Carti/1-04 wokeuplikethis_.mp3
ROCKSTAR P,DIE FOR MY BITCH,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/DIE FOR MY BITCH/1-08 ROCKSTAR P.mp3
4r Da Squaw,The Sun's Tirade,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The Sun's Tirade/1-02 4r Da Squaw.mp3
Lockdown  (Video Edit),Lockdown (Remix Bundle),"Anderson .Paak, Jay Rock",Anderson .Paak,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Lockdown (Remix Bundle)/1-05 Lockdown  (Video Edit).mp3
The Less I Know The Better,Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/1-07 The Less I Know The Better.mp3
Heavenly Father,Cilvia Demo,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/Cilvia Demo/1-11 Heavenly Father.mp3
Lost In Your Light (feat. Miguel),Dua Lipa (Deluxe),Dua Lipa/Miguel,Dua Lipa,Pop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dua Lipa/Dua Lipa (Deluxe)/02 Lost In Your Light (feat. Miguel).mp3
Accepting My Flaws,High Off Life,Future,Future,Rap/Hip Hop,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Future/High Off Life/1-16 Accepting My Flaws.mp3
STATS,DIE FOR MY BITCH,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/DIE FOR MY BITCH/1-01 STATS.mp3
On God,Unkwon Album,Kanye West,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Unknown Album/On God.mp3
Wednesday Night Interlude,If You're Reading This It's Too Late,"Drake, PARTYNEXTDOOR",Drake,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/If You're Reading This It's Too Late/1-10 Wednesday Night Interlude.mp3
Laugh Now Cry Later,Laugh Now Cry Later,"Drake, Lil Durk",Drake,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Laugh Now Cry Later/1-01 Laugh Now Cry Later.mp3
151 Rum,DiCaprio 2,Unknown Artist,J.I.D ,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J.I.D/DiCaprio 2/05 151 Rum.mp3
Hold My Liquor,Yeezus,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Yeezus/1-05 Hold My Liquor.mp3
King Kunta,To Pimp A Butterfly,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,03,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/To Pimp A Butterfly/03 King Kunta.mp3
Hell N Back,Hell N Back,Bakar,Bakar,Alternative/Indie Pop/Indie Rock,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Bakar/Hell N Back/01 Hell N Back.mp3
Make Her Say (feat. Kanye West & Common) ,Man On The Moon: The End Of Day,Kid Cudi,Kid Cudi,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kid Cudi/Man On The Moon_ The End Of Day/12 Make Her Say (feat. Kanye West &.mp3
HOUSTONFORNICATION,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/16 HOUSTONFORNICATION.mp3
10%,BUBBA,"KAYTRANADA, Kali Uchis",KAYTRANADA,Electro,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/KAYTRANADA/BUBBA/1-06 10%.mp3
Supalonely,STELLA & STEVE,BENEE/Gus Dapperton,BENEE,Alternative,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BENEE/STELLA & STEVE/1-02 Supalonely.mp3
Can't Tell Me Nothing,Graduation,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Graduation/1-06 Can't Tell Me Nothing.mp3
RIP Young,The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/03 RIP Young.mp3
Tribe,Milky Way,"Bas, J. Cole",Bas,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Bas/Milky Way/03 Tribe.mp3
POWER,My Beautiful Dark Twisted Fantasy,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/My Beautiful Dark Twisted Fantasy/1-03 POWER.mp3
What's Free (feat. Rick Ross & Jay Z),Championships,Meek Mill ,Meek Mill ,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Meek Mill/Championships/05 What's Free (feat. Rick Ross & Ja.mp3
The Blinding,A Written Testimony,"Jay Electronica, Travis Scott",Jay Electronica,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Jay Electronica/A Written Testimony/1-03 The Blinding.mp3
Blueberry Faygo,Blueberry Faygo,Lil Mosey,Lil Mosey,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Mosey/Blueberry Faygo/1-01 Blueberry Faygo.mp3
LEMONHEAD (feat. 42 Dugg),CALL ME IF YOU GET LOST,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,3,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/CALL ME IF YOU GET LOST/03 LEMONHEAD (feat. 42 Dugg).mp3"
Gorgeous,My Beautiful Dark Twisted Fantasy,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/My Beautiful Dark Twisted Fantasy/02 Gorgeous.mp3
Pop Shit,Pop Shit,"Reason,Schoolboy Q",Reason,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Reason/Pop Shit/1-01 Pop Shit.mp3
Renegade,Curtain Call,"Eminem,Jay-Z",Eminem,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Eminem/Curtain Call/2-06 Renegade.mp3
Mr. Right Now [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],"21 Savage, Metro Boomin, Drake",21 Savage,Rap/Hip Hop,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/21 Savage/SAVAGE MODE II [CHOPPED NOT SLOPPED]/1-11 Mr. Right Now [ChopNotSlop Remi.mp3
LOYAL (feat. Drake),PARTYMOBILE,"PARTYNEXTDOOR, Drake",PARTYNEXTDOOR,R&B,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/PARTYNEXTDOOR/PARTYMOBILE/1-05 LOYAL (feat. Drake).mp3
Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,ABBA,ABBA,Pop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/ABBA/Voulez-Vous/1-13 Gimme! Gimme! Gimme! (A Man Aft.mp3
Dragonball Durag,It Is What It Is,Thundercat,Thundercat,R&B,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Thundercat/It Is What It Is/09 Dragonball Durag.mp3
Dope Dealer (feat. E-40),Blank Face LP,ScHoolboy Q,ScHoolboy Q,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/Blank Face LP/1-09 Dope Dealer (feat. E-40).mp3
"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,10,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/good kid, m.A.A.d city (Deluxe)/1-10 Sing About Me, I'm Dying Of Thi.mp3"
u,To Pimp A Butterfly,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/To Pimp A Butterfly/06 u.mp3
IF YOU PRAY RIGHT,GINGER,BROCKHAMPTON,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/GINGER/1-06 IF YOU PRAY RIGHT.mp3
No Guidance,No Guidance,"Chris Brown, Drake",Chris Brown,"Rap/Hip Hop, R&B",,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Chris Brown/No Guidance/1-01 No Guidance.mp3
Caught Their Eyes,4:44,"JAY-Z, Frank Ocean",Jay-Z,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/JAY-Z/4_44/1-04 Caught Their Eyes.mp3
The Storm,Yandhi,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Yandhi/02 The Storm.mp3
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,"Roddy Ricch, Mustard",Roddy Ricch,Rap/Hip Hop,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Roddy Ricch/Please Excuse Me For Being Antisocial/1-11 High Fashion (feat. Mustard).mp3
Rocketship,Modus Vivendi,070 Shake,070 Shake,Alternative,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/070 Shake/Modus Vivendi/1-08 Rocketship.mp3
Mob Ties,Unkwon Album,Drake,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Unknown Album/Mob Ties.mp3
Cool,Future Nostalgia,Dua Lipa,Dua Lipa,Pop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dua Lipa/Future Nostalgia/1-03 Cool.mp3
Stop Breathing,Whole Lotta Red,Playboi Carti,Playboi Carti,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Whole Lotta Red/1-03 Stop Breathing.mp3
Giannis,Bandana,"Freddie Gibbs, Madlib, Anderson .Paak",Freddie Gibbs,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Freddie Gibbs/Bandana/1-10 Giannis.mp3
Life Of The Party,Life Of The Party,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Life Of The Party/1-01 Life Of The Party.mp3
No Pressure (intro),No Pressure,Logic,Logic,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Logic/No Pressure/1-01 No Pressure (intro).mp3
Seigfried,Blonde,Frank Ocean,Frank Ocean,Pop,,0:0,0,15,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Blonde/1-15 Seigfried.mp3
ILoveUIHateU,Whole Lotta Red,Playboi Carti,Playboi Carti,Rap/Hip Hop,,0:0,0,21,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Whole Lotta Red/21 ILoveUIHateU.mp3
"New Person, Same Old Mistakes",Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,13,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/1-13 New Person, Same Old Mistakes.mp3"
Lose Yourself to Dance (feat. Pharrell Williams),Random Access Memories,Daft Punk,Daft Punk,Pop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Daft Punk/Random Access Memories/06 Lose Yourself to Dance (feat. Pha.mp3
I Feel It Coming,Starboy,The Weeknd,The Weeknd,R&B,,0:0,0,18,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/The Weeknd/Starboy/1-18 I Feel It Coming.mp3
Hats Off,The Voice of the Heroes,Lil Baby,Lil Baby,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Baby/The Voice of the Heroes/03 Hats Off.mp3
Let's Groove,Raise!,"Earth, Wind & Fire","Earth, Wind & Fire",Pop,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Earth, Wind & Fire/Raise!/1-01 Let's Groove.mp3"
Eventually,Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/1-05 Eventually.mp3
Grievous Speaks to Lord Sidious,Star Wars: Revenge of the Sith (Original Motion Picture Soundtrack),John Williams,John Williams,Films/Games,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/John Williams/Star Wars_ Revenge of the Sith (Original/13 Grievous Speaks to Lord Sidious.mp3
Secret,Secret,"21 Savage, Summer Walker",21 Savage,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/21 Savage/Secret/1-01 Secret.mp3
positions,Positions,Ariana Grande,Ariana Grande,Pop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Ariana Grande/Positions/1-12 positions.mp3
Anakin vs. Obi-Wan,Star Wars: Revenge of the Sith (Original Motion Picture Soundtrack),John Williams,John Williams,Films/Games,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/John Williams/Star Wars_ Revenge of the Sith (Original/09 Anakin vs. Obi-Wan.mp3
Moon,Donda,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda/13 Moon.mp3
Leaders (feat. NAV),Eternal Atake (Deluxe) - LUV vs. The World 2,"Lil Uzi Vert, NAV",Lil Uzi Vert,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Uzi Vert/Eternal Atake (Deluxe) - LUV vs. The Wor/1-14 Leaders (feat. NAV).mp3
Prices,Eternal Atake,Lil Uzi Vert,Lil Uzi Vert,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Uzi Vert/Eternal Atake/1-12 Prices.mp3
i,To Pimp A Butterfly,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,15,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/To Pimp A Butterfly/15 i.mp3
Flashing Lights,Graduation,"Kanye West, Dwele",Kanye West,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Graduation/1-09 Flashing Lights.mp3
Bubblin,Bubblin - Single,Anderson .Paak,Unknown Artist,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Bubblin - Single/01 Bubblin.mp3
Almeda,When I Get Home,Solange,Solange,R&B,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Solange/When I Get Home/1-09 Almeda.mp3
Heaven On Earth,Man On The Moon III: The Chosen,Kid Cudi,Kid Cudi,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kid Cudi/Man On The Moon III_ The Chosen/1-07 Heaven On Earth.mp3
Mr. Right Now,SAVAGE MODE II,"21 Savage, Metro Boomin, Drake",21 Savage,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/21 Savage/SAVAGE MODE II/1-04 Mr. Right Now.mp3
GOLD,GOLD,BROCKHAMPTON,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/GOLD/1-01 GOLD.mp3
NEW MAGIC WAND,IGOR,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,6,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/IGOR/1-06 NEW MAGIC WAND.mp3"
Hustla’s Story,Effected,Cozz;Kendrick Lamar,Cozz,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Cozz/Effected/1-02 Hustla_s Story.mp3
Hair Down,Hair Down,"Sir, Kendrick Lamar",Sir,"Rap/Hip Hop, R&B",,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/SiR/Hair Down/1-01 Hair Down.mp3
Know Yourself,If You're Reading This It's Too Late,Drake,Drake,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/If You're Reading This It's Too Late/1-04 Know Yourself.mp3
Oh My Dis Side,Rodeo,"Travis Scott, Quavo",Travis Scott,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/Rodeo/1-02 Oh My Dis Side.mp3
No Child Left Behind,Donda,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,23,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda/23 No Child Left Behind.mp3
Paramedic!,Black Panther The Album Music From And Inspired By,SOB X RBE,Kendrick Lamar,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/Black Panther The Album Music From And I/07 Paramedic!.mp3
After Last Night (with Thundercat & Bootsy Collins),An Evening With Silk Sonic,Bruno Mars,Bruno Mars,Pop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Bruno Mars/An Evening With Silk Sonic/1-04 After Last Night (with Thunderc.mp3
Stronger,Graduation,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Graduation/03 Stronger.mp3
Self Care,Swimming,MAC MILLER,MAC MILLER,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Swimming/1-05 Self Care.mp3
New Choppa,Playboi Carti,"Playboi Carti, A$AP Rocky",Playboi Carti,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Playboi Carti/1-07 New Choppa.mp3
OUTERSPACE (feat. Baby Keem),Life of a DON,Don Toliver,Don Toliver,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Don Toliver/Life of a DON/1-12 OUTERSPACE (feat. Baby Keem).mp3
Frank's Track,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-14 Frank's Track.mp3
MAZZA,MAZZA,slowthai/A$AP Rocky,slowthai/A$AP Rocky,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/slowthai_A$AP Rocky/MAZZA/1-01 MAZZA.mp3
gorgeous,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/06 gorgeous.mp3
Wassup (feat. Future),Eternal Atake (Deluxe) - LUV vs. The World 2,"Lil Uzi Vert, Future",Lil Uzi Vert,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Uzi Vert/Eternal Atake (Deluxe) - LUV vs. The Wor/1-05 Wassup (feat. Future).mp3
Hey Mista,The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/08 Hey Mista.mp3
INDUSTRY BABY,INDUSTRY BABY,Lil Nas X,Lil Nas X,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Nas X/INDUSTRY BABY/01 INDUSTRY BABY.mp3
Mile High (feat. Metro Boomin & Travis Scott),Assume Form,James Blake,Unknown Artist,52,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/James Blake/Assume Form/02 Mile High (feat. Metro Boomin & T.mp3
Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter ,6LACK ,Unknown Artist,14,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/6LACK/East Atlanta Love Letter/06 Pretty Little Fears (feat. J. Col.mp3
Floating,CrasH Talk,"Schoolboy Q, 21 Savage",Schoolboy Q,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/CrasH Talk/1-09 Floating.mp3
From The Garden (feat. Lil Uzi Vert),The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/02 From The Garden (feat. Lil Uzi Ve.mp3
Oprah's Bank Account,Oprah's Bank Account,"Lil Yachty, DaBaby, Drake",Lil Yachty,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Yachty/Oprah's Bank Account/1-01 Oprah's Bank Account.mp3
Slide,Slide,"Calvin Harris, Frank Ocean, Migos",Calvin Harris,Electro/Techno/House/Dance/Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Calvin Harris/Slide/1-01 Slide.mp3
