Title,AlbumTitle,TrackArtist,AlbumArtist,Genre,Year,Duration,PlayCount,TrackNumber,Path
Zendaya,Effected,"Cozz, J. Cole",Cozz,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Cozz/Effected/1-13 Zendaya.mp3
Off Deez,DiCaprio 2,J.I.D and J. Cole,J.I.D ,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J.I.D/DiCaprio 2/04 Off Deez.mp3
lost souls,The Melodic Blue,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/The Melodic Blue/08 lost souls.mp3
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,14,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/CALL ME IF YOU GET LOST/14 JUGGERNAUT (feat. Lil Uzi Vert &.mp3"
LIFE,CARE FOR ME,Saba,Saba,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Saba/CARE FOR ME/1-03 LIFE.mp3
Scholarships,What A Time To Be Alive,"Drake, Future",Drake,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/What A Time To Be Alive/1-05 Scholarships.mp3
Ghost Town (feat. PARTYNEXTDOOR),ye,Kanye West,Unknown Artist,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/ye/06 Ghost Town (feat. PARTYNEXTDOOR).mp3
A$AP Forever REMIX,TESTING,"A$AP Rocky, Moby, T.I., Kid Cudi",A$AP Rocky,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/A$AP Rocky/TESTING/1-02 A$AP Forever REMIX.mp3
Inglorious,Nothing Great About Britain,slowthai,slowthai,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/slowthai/Nothing Great About Britain/07 Inglorious.mp3
EARFQUAKE,IGOR,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,2,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/IGOR/1-02 EARFQUAKE.mp3"
Save My Number,Tales From The Telescope Chapter 2: Internal Shine,Lance Skiiiwalker,Lance Skiiiwalker,Alternative,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lance Skiiiwalker/Tales From The Telescope Chapter 2_ Inte/1-04 Save My Number.mp3
Bean (Kobe) [feat. Chief Keef],Eternal Atake (Deluxe) - LUV vs. The World 2,"Lil Uzi Vert, Chief Keef",Lil Uzi Vert,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Uzi Vert/Eternal Atake (Deluxe) - LUV vs. The Wor/1-03 Bean (Kobe) [feat. Chief Keef].mp3
Money In The Grave,The Best In The World Pack,Drake;Rick Ross,Drake,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/The Best In The World Pack/1-02 Money In The Grave.mp3
Diamonds From Sierra Leone,Late Registration,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Late Registration/13 Diamonds From Sierra Leone.mp3
Rushes,Endless,Frank Ocean,Frank Ocean,R&B,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Endless/1-16 Rushes.m4a
Saviers Road,Oxnard,Anderson .Paak,Unknown Artist,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Oxnard/06 Saviers Road.mp3
CHopstix,CrasH Talk,"Schoolboy Q, Travis Scott",Schoolboy Q,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/CrasH Talk/1-03 CHopstix.mp3
Christ Conscious,B4.Da.$$,Joey Bada$$,Joey Bada$$,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Joey Bada$$/B4.Da.$$/1-10 Christ Conscious.mp3
Heartless (Vapor Wave Remix),After Hours (Deluxe),"The Weeknd, Lil Uzi Vert",The Weeknd,R&B,,0:0,0,20,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/The Weeknd/After Hours (Deluxe)/1-20 Heartless (Vapor Wave Remix).mp3
Aaron Cartier - FEELIN LIKE A MILLION FT. KENA [PROD. UMRU],Unkwon Album,Cali Cartier,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Cali Cartier/Unknown Album/Aaron Cartier - FEELIN LIKE A MILLIO.mp3
9-3 Freestyle,The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/13 9-3 Freestyle.mp3
F*ck Your Ethnicity,Section.80,Kendrick Lamar,Unknown Artist,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/Section.80/01 F_ck Your Ethnicity.mp3
She Knows This,Man On The Moon III: The Chosen,Kid Cudi,Kid Cudi,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kid Cudi/Man On The Moon III_ The Chosen/1-04 She Knows This.mp3
Amenalav @ Du Es,"Tata Amenalav @ Du Es, Vol.8",TATA SIMONYAN,TATA SIMONYAN,Pop,,0:0,0,2,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/TATA SIMONYAN/Tata Amenalav @ Du Es, Vol.8/1-02 Amenalav @ Du Es.mp3"
What’s Next,Scary Hours 2,Drake,Drake,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Scary Hours 2/01 What_s Next.mp3
Lost In Yesterday,The Slow Rush,Tame Impala,Tame Impala,Alternative,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/The Slow Rush/1-08 Lost In Yesterday.mp3
Tesel Em,"Tata Amenalav @ Du Es, Vol.8",TATA SIMONYAN,TATA SIMONYAN,Pop,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/TATA SIMONYAN/Tata Amenalav @ Du Es, Vol.8/1-01 Tesel Em.mp3"
money machine,1000 gecs,100 gecs,100 gecs,Alternative,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/100 gecs/1000 gecs/02 money machine.mp3
STOP TRYING TO BE GOD,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/05 STOP TRYING TO BE GOD.mp3
Snow On Tha Bluff,Snow On Tha Bluff,J. Cole,J. Cole,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/Snow On Tha Bluff/1-01 Snow On Tha Bluff.mp3
FRANCE FREESTYLE,DIE FOR MY BITCH,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/DIE FOR MY BITCH/1-04 FRANCE FREESTYLE.mp3
Donuts (feat. UMI),The House Is Burning [homies begged],Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,20,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning [homies begged]/1-20 Donuts (feat. UMI).mp3
4th Dimension (feat. Louis Prima),KIDS SEE GHOSTS,KIDS SEE GHOSTS,Unknown Artist,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/KIDS SEE GHOSTS/KIDS SEE GHOSTS/03 4th Dimension (feat. Louis Prima).mp3
Fight the Feeling,Macadelic (Remastered Edition),"MAC MILLER, Kendrick Lamar, Iman Omari",MAC MILLER,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Macadelic (Remastered Edition)/1-07 Fight the Feeling.mp3
Lift Off (featuring Beyonce),Watch The Throne,Jay-Z and Kanye West,Jay-Z & Kanye West,Rap/Hip Hop,,0:0,0,02,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Jay-Z & Kanye West/Watch The Throne/02 Lift Off (featuring Beyonce).mp3
blind,our little angel - EP,Role Model,Role Model,Pop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Role Model/our little angel - EP/03 blind.mp3
ELEMENT.,DAMN.,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/DAMN_/1-04 ELEMENT..mp3
Company,If You're Reading This It's Too Late,"Drake, Travi$ Scott",Drake,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/If You're Reading This It's Too Late/1-14 Company.mp3
JoHn Muir,Blank Face LP,ScHoolboy Q,ScHoolboy Q,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/Blank Face LP/1-10 JoHn Muir.mp3
How Bout Now,Care Package,Drake,Drake,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Care Package/1-03 How Bout Now.mp3
5200,CrasH Talk,Schoolboy Q,Schoolboy Q,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/CrasH Talk/1-07 5200.mp3
Let It Happen,Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/1-01 Let It Happen.mp3
I THINK,IGOR,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,3,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/IGOR/1-03 I THINK.mp3"
CHAIN ON (feat. JPEGMAFIA),"ROADRUNNER: NEW LIGHT, NEW MACHINE",BROCKHAMPTON/JPEGMAFIA,BROCKHAMPTON,Rap/Hip Hop,,0:0,0,2,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/BROCKHAMPTON/ROADRUNNER_ NEW LIGHT, NEW MACHINE/02 CHAIN ON (feat. JPEGMAFIA).mp3"
Lite Weight,Malibu,"Anderson .Paak, The Free Nationals United Fellowship Choir",Anderson .Paak,R&B,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Malibu/1-09 Lite Weight.mp3
TKN,TKN,"Rosalía, Travis Scott",Rosalía,Pop / Latin Music,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Rosalía/TKN/1-01 TKN.mp3
Effected,Effected,Cozz,Cozz,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Cozz/Effected/1-10 Effected.mp3
Way 2 Sexy,Certified Lover Boy,Drake,Drake,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Certified Lover Boy/1-07 Way 2 Sexy.mp3
Good Days x The Less I Know The Better - SZA x Tame Impala (MASHUP),Unkwon Album,emma mashups,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/emma mashups/Unknown Album/Good Days x The Less I Know The Bett.mp3
Late,Late Registration,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,21,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Late Registration/21 Late.mp3
Lion King On Ice,Lewis Street,J. Cole,J. Cole,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/Lewis Street/1-02 Lion King On Ice.mp3
Come Down,Malibu,Anderson .Paak,Anderson .Paak,R&B,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Malibu/1-13 Come Down.mp3
Good News,Circles,Mac Miller,Mac Miller,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Circles/1-04 Good News.mp3
My Favorite Part,The Divine Feminine,"MAC MILLER, Ariana Grande",MAC MILLER,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/The Divine Feminine/1-09 My Favorite Part.mp3
Here We Go… Again,Dawn FM,The Weeknd,The Weeknd,R&B,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/The Weeknd/Dawn FM/1-08 Here We Go… Again.mp3
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign, Kanye West, FKA twigs, Skrillex",Ty Dolla $ign,Rap/Hip Hop,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Ty Dolla $ign/Ego Death (feat. Kanye West, FKA twigs &/1-01 Ego Death (feat. Kanye West, FK.mp3"
Dead Presidents II,Reasonable Doubt,JAY-Z,JAY-Z,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/JAY-Z/Reasonable Doubt/1-01 Dead Presidents II.mp3
Poke It Out,Die Lit,"Playboi Carti, Nicki Minaj",Playboi Carti,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Playboi Carti/Die Lit/1-08 Poke It Out.mp3
Fade,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,19,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-19 Fade.mp3
Trippy (feat. J. Cole),Oxnard,Anderson .Paak,Unknown Artist,Rap/Hip Hop,,0:0,0,11,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Anderson .Paak/Oxnard/11 Trippy (feat. J. Cole).mp3
Mr. Rager,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,Kid Cudi,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kid Cudi/Man On The Moon II_ The Legend Of Mr. Ra/1-12 Mr. Rager.mp3
Baby Pluto,Eternal Atake,Lil Uzi Vert,Lil Uzi Vert,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Uzi Vert/Eternal Atake/1-01 Baby Pluto.mp3
SIR BAUDELAIRE (feat. DJ Drama),CALL ME IF YOU GET LOST,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/CALL ME IF YOU GET LOST/01 SIR BAUDELAIRE (feat. DJ Drama).mp3"
Lay Wit Ya (feat. Duke Deuce),The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/04 Lay Wit Ya (feat. Duke Deuce).mp3
Sideways,Endless,Frank Ocean,Frank Ocean,R&B,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Endless/1-13 Sideways.m4a
Time,Free Nationals,Free Nationals/MAC MILLER/Kali Uchis,Free Nationals,R&B,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Free Nationals/Free Nationals/08 Time.mp3
Big Black Truck,Revenge Of The Dreamers III: Director's Cut,"Dreamville, JID",Dreamville,Rap/Hip Hop,,0:0,0,19,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dreamville/Revenge Of The Dreamers III_ Director's/1-19 Big Black Truck.mp3
Hot Box (feat. Method Man & Joey Bada$$) ,DiCaprio 2,Unknown Artist,J.I.D ,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J.I.D/DiCaprio 2/10 Hot Box (feat. Method Man & Joey.mp3
Hurricane,Donda,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda/05 Hurricane.mp3
Suede,Yes Lawd!,"NxWorries,Anderson .Paak,Knxwledge",NxWorries,Rap/Hip Hop,,0:0,0,13,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/NxWorries/Yes Lawd!/1-13 Suede.mp3
Believe What I Say,Donda,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Donda/10 Believe What I Say.mp3
Psycho,Psycho,"Denzel Curry, slowthai",Denzel Curry,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Denzel Curry/Psycho/1-01 Psycho.mp3
The Prayer (Extended),Unkwon Album,ill!,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/ill!/Unknown Album/The Prayer (Extended).mp3
Desires,Dark Lane Demo Tapes,"Drake, Future",Drake,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Drake/Dark Lane Demo Tapes/1-06 Desires.mp3
Ivy,Blonde,Frank Ocean,Frank Ocean,Pop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Blonde/1-02 Ivy.mp3
Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Racks In The Middle (feat. Roddy Ricch and Hit-Boy),"Nipsey Hussle, Roddy Ricch, Hit-Boy",Nipsey Hussle,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Nipsey Hussle/Racks In The Middle (feat. Roddy Ricch a/1-01 Racks In The Middle (feat. Rodd.mp3
Nangs,Currents,Tame Impala,Tame Impala,Alternative,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tame Impala/Currents/02 Nangs.mp3
Ultralight Beam,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-01 Ultralight Beam.mp3
Ladders,Swimming,MAC MILLER,MAC MILLER,Rap/Hip Hop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Swimming/1-07 Ladders.mp3
Who Dat Boy,Flower Boy,"Tyler, The Creator;A$AP Rocky","Tyler, The Creator",Rap/Hip Hop,,0:0,0,5,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/Flower Boy/1-05 Who Dat Boy.mp3"
LUST.,DAMN.,Kendrick Lamar,Kendrick Lamar,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/DAMN_/1-09 LUST..mp3
Why Baby Keem Name Dropped Tame Impala on Donda.,Unkwon Album,Kumogi Beats,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kumogi Beats/Unknown Album/Why Baby Keem Name Dropped Tame Impa.mp3
Get Lucky (feat. Pharrell Williams & Nile Rodgers),Random Access Memories,Daft Punk/Pharrell Williams/Nile Rodgers,Daft Punk,Pop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Daft Punk/Random Access Memories/08 Get Lucky (feat. Pharrell William.mp3
Forrest Gump,channel ORANGE,Frank Ocean,Frank Ocean,Pop,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/channel ORANGE/1-16 Forrest Gump.mp3
Get You (feat. Kali Uchis),Freudian,Daniel Caesar,Daniel Caesar,R&B,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Daniel Caesar/Freudian/1-01 Get You (feat. Kali Uchis).mp3
Solo (Reprise),Blonde,Frank Ocean,Frank Ocean,Pop,,0:0,0,10,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Frank Ocean/Blonde/1-10 Solo (Reprise).mp3
Hand Me Downs,Circles,Mac Miller,Mac Miller,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Circles/1-08 Hand Me Downs.mp3
Deep Reverence,Detroit 2,Big Sean/Nipsey Hussle,Big Sean,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Big Sean/Detroit 2/03 Deep Reverence.mp3
Going Bad (feat. Drake),Championships,Meek Mill ,Meek Mill ,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Meek Mill/Championships/09 Going Bad (feat. Drake).mp3
"Gravity (feat. Tyler, The Creator)","Gravity (feat. Tyler, The Creator)","Brent Faiyaz/DJ Dahi/Tyler, The Creator","Brent Faiyaz/DJ Dahi/Tyler, The Creator",R&B,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Brent Faiyaz_DJ Dahi_Tyler, The Creator/Gravity (feat. Tyler, The Creator)/1-01 Gravity (feat. Tyler, The Creat.mp3"
STARGAZING,ASTROWORLD,Travis Scott,Travis Scott,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/ASTROWORLD/01 STARGAZING.mp3
Drugs You Should Try It,Days Before Rodeo,Travis Scott,Unknown Artist,Rap/Hip Hop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Travis Scott/Days Before Rodeo/04 Drugs You Should Try It.mp3
1 Night,Mura Masa,Mura Masa/Charli XCX,Mura Masa,Electro,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mura Masa/Mura Masa/04 1 Night.mp3
HB2U,The House Is Burning,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,16,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The House Is Burning/16 HB2U.mp3
Park,The Sun's Tirade,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,6,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The Sun's Tirade/06 Park.mp3
You (feat. Travis Scott),Life of a DON,Don Toliver,Don Toliver,Rap/Hip Hop,,0:0,0,14,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Don Toliver/Life of a DON/1-14 You (feat. Travis Scott).mp3
Use This Gospel,Use This Gospel,Kanye West,Unknown Artist,,,0:0,0,,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/Use This Gospel/Use This Gospel.mp3
You Better Move,Eternal Atake,Lil Uzi Vert,Lil Uzi Vert,Rap/Hip Hop,,0:0,0,5,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Lil Uzi Vert/Eternal Atake/1-05 You Better Move.mp3
Electric Feel,Oracular Spectacular,MGMT,MGMT,Pop,,0:0,0,4,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/MGMT/Oracular Spectacular/04 Electric Feel.mp3
TOP RAMEN,DIE FOR MY BITCH,Baby Keem,Baby Keem,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Baby Keem/DIE FOR MY BITCH/1-09 TOP RAMEN.mp3
CrasH,CrasH Talk,Schoolboy Q,Schoolboy Q,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Schoolboy Q/CrasH Talk/1-12 CrasH.mp3
BEST INTEREST,BEST INTEREST,"Tyler, The Creator","Tyler, The Creator",Rap/Hip Hop,,0:0,0,1,"/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Tyler, The Creator/BEST INTEREST/1-01 BEST INTEREST.mp3"
Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,Kanye West,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kanye West/The Life Of Pablo/1-02 Father Stretch My Hands Pt. 1.mp3
5 in the Morning,5 in the Morning,Charli XCX,Charli XCX,Pop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Charli XCX/5 in the Morning/01 5 in the Morning.mp3
Smile,Smile,Isaiah Rashad,Isaiah Rashad,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/Smile/01 Smile.mp3
Blue World,Circles,MAC MILLER,MAC MILLER,Rap/Hip Hop,,0:0,0,3,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Mac Miller/Circles/1-03 Blue World.mp3
No Role Modelz,2014 Forest Hills Drive,J. Cole,J. Cole,Rap/Hip Hop,,0:0,0,9,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/2014 Forest Hills Drive/1-09 No Role Modelz.mp3
Hallucinate,Future Nostalgia,Dua Lipa,Dua Lipa,Pop,,0:0,0,7,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Dua Lipa/Future Nostalgia/1-07 Hallucinate.mp3
Colorado,Colorado,Kota the Friend,Kota the Friend,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kota the Friend/Colorado/1-01 Colorado.mp3
Silkk da Shocka (feat. Syd),The Sun's Tirade,"Isaiah Rashad, Syd",Isaiah Rashad,Rap/Hip Hop,,0:0,0,8,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Isaiah Rashad/The Sun's Tirade/1-08 Silkk da Shocka (feat. Syd).mp3
MIDDLE CHILD,MIDDLE CHILD - Single,J. Cole,Unknown Artist,Rap/Hip Hop,,0:0,0,1,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/MIDDLE CHILD - Single/01 MIDDLE CHILD.mp3
"1985 (Intro to ""The Fall Off"")",KOD,J. Cole,Unknown Artist,Rap/Hip Hop,,0:0,0,12,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/J. Cole/KOD/12 1985 (Intro to _The Fall Off_).mp3
All The Stars,Black Panther The Album Music From And Inspired By,"Kendrick Lamar, SZA ",Kendrick Lamar,Rap/Hip Hop,,0:0,0,2,/windows/Users/Anthony Tarbinian/iTunes/iTunes Media/Music/Kendrick Lamar/Black Panther The Album Music From And I/02 All The Stars.mp3
